,Unnamed: 0,Accession Number,Artist - Sort Name,Full Title,Portfolio (Series) Title,Creation Date,Height,Width,Depth,Media & Support,Credit Line,Class Type
2877,11477,1984.6.217,"Muybridge, Eadweard James","Plate 196. Dancing Waltz, Two Models","Animal Locomotion, 1887, Volume III, Women (Nude)",1885,7.4375,15.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2878,11476,1984.6.216,"Muybridge, Eadweard James",Plate 195. Dancing Waltz,"Animal Locomotion, 1887, Volume III, Women (Nude)",1885,7.1875,16.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2879,11935,1984.6.675,"Muybridge, Eadweard James",Plate 677. Goat; Walking in Sulky,"Animal Locomotion, 1887, Volume X, Domestic Animals",1885,7.5625,15.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2880,11933,1984.6.673,"Muybridge, Eadweard James",Plate 675. Sow; Trotting,"Animal Locomotion, 1887, Volume X, Domestic Animals",1885,8.4375,13.75,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2881,11263,1984.6.3,"Muybridge, Eadweard James",Plate 4. Walking,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,6.1875,17.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2882,11500,1984.6.240,"Muybridge, Eadweard James","Plate 251. Kneeling on Left Knee, Basket in Left Hand, and Rising","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.25,16.4375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2883,11502,1984.6.242,"Muybridge, Eadweard James","Plate 254. Kneeling, Elbows on Chair, Hands Clasped","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,10.5625,10.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2884,11528,1984.6.268,"Muybridge, Eadweard James","Plate 418. Toilet, Sitting and Putting on Stockings","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7,15.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2885,11527,1984.6.267,"Muybridge, Eadweard James","Plate 416. Toilet, Putting on Dress","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.125,16.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2886,11526,1984.6.266,"Muybridge, Eadweard James","Plate 415. Toilet, Preparing to Put on Clothing","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,6.8125,17.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2887,11525,1984.6.265,"Muybridge, Eadweard James",Plate 414. Wiping Body with Towel,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.3125,15,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2888,11524,1984.6.264,"Muybridge, Eadweard James",Plate 413. Pouring Water in Basin and Washing Face,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,8.625,13.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2889,11523,1984.6.263,"Muybridge, Eadweard James","Plate 412. Washing, Wiping Face, and Turning","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,9.3125,12.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2890,11522,1984.6.262,"Muybridge, Eadweard James","Plate 411. Lifting a Towel While Sitting, and Wiping Feet","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.4375,16.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2891,11521,1984.6.261,"Muybridge, Eadweard James","Plate 410. Stepping Out of Bath-Tub, Sitting Down, Wiping Feet","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.875,15.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2892,11520,1984.6.260,"Muybridge, Eadweard James",Plate 409. Pouring Basin of Water Over Head,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.25,16.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2893,11519,1984.6.259,"Muybridge, Eadweard James","Plate 408. Two Models, 1 Pouring Bucket of Water Over 8","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.375,16,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2894,11518,1984.6.258,"Muybridge, Eadweard James","Plate 407. Two Models, 8 Pouring Bucket of Water Over 1","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,10,11.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2895,11517,1984.6.257,"Muybridge, Eadweard James","Plate 406. Two Models, 8 Pouring Bucket of Water Over 1","Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,6.875,14.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2896,11501,1984.6.241,"Muybridge, Eadweard James",Plate 252. Kneeling on Right Knee and Scrubbing the Floor,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.1875,16.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2897,11516,1984.6.256,"Muybridge, Eadweard James",Plate 402. Emptying Basin of Water,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.25,16.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2898,11514,1984.6.254,"Muybridge, Eadweard James",Plate 367. Kicking A Hat,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.625,16.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2899,11513,1984.6.253,"Muybridge, Eadweard James",Plate 304. Picking Up a Ball and Throwing It,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,8.5,14.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2900,11512,1984.6.252,"Muybridge, Eadweard James",Plate 303. Picking Up a Ball and Throwing It,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.625,14.4375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2901,11511,1984.6.251,"Muybridge, Eadweard James",Plate 272. Stumbling and Falling on the Ground,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,11.4375,10,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2902,11510,1984.6.250,"Muybridge, Eadweard James",Plate 270. Arising from the Ground with Pamphlet in Left Hand,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,9.625,11.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2903,11509,1984.6.249,"Muybridge, Eadweard James",Plate 269. Arising from the Ground with Newspaper in Left Hand,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.5625,14.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2904,11508,1984.6.248,"Muybridge, Eadweard James",Plate 266. Turning and Changing Position While Still on the Ground,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,6.3125,17.75,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2905,11507,1984.6.247,"Muybridge, Eadweard James",Plate 263. Getting into Bed,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.25,14.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2906,11506,1984.6.246,"Muybridge, Eadweard James",Plate 262. Getting out of Hammock,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.9375,14.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2907,11505,1984.6.245,"Muybridge, Eadweard James",Plate 261. Getting into Hammock,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.625,14.875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2908,11504,1984.6.244,"Muybridge, Eadweard James",Plate 256. Lying on Ground and Reading,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.3125,15.875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2909,11503,1984.6.243,"Muybridge, Eadweard James",Plate 255. Arising from Kneeling and Turning,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,7.25,16,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2910,11515,1984.6.255,"Muybridge, Eadweard James",Plate 401. Emptying Bucket of Water,"Animal Locomotion, 1887, Volume IV, Women (Nude)",1885,10,11.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2911,11295,1984.6.35,"Muybridge, Eadweard James",Plate 136. Descending Stairs Full Demijohn on Shoulder,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,7.25,15,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2912,11971,1984.6.711,"Muybridge, Eadweard James","Plate 695. Elk, Galloping","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.25,12.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2913,11297,1984.6.37,"Muybridge, Eadweard James","Plate 154. Jumping; Running Straight, High Jump (Shoes)","Animal Locomotion, 1887, Volume I, Males (Nude)",1885,5.375,18.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2914,11361,1984.6.101,"Muybridge, Eadweard James","Plate 377. Blacksmith, Two Models, Hammering on Advil","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.625,10.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2915,11360,1984.6.100,"Muybridge, Eadweard James","Plate 376. Blacksmith, Hammering on Anvil, Two Hands","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,5.3125,17.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2916,11359,1984.6.99,"Muybridge, Eadweard James",Plate 370.First Ballet Action,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.1875,12.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2917,11358,1984.6.98,"Muybridge, Eadweard James",Plate 369. First Ballet Action,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.6875,127.75,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2918,11357,1984.6.97,"Muybridge, Eadweard James",Plate 364.Hand-spring over Man's Back,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.3125,12.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2919,11356,1984.6.96,"Muybridge, Eadweard James",Plate 363.Running Somersault,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,10.25,10.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2920,11355,1984.6.95,"Muybridge, Eadweard James",Plate 362.Back Somersault,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,4.125,18.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2921,11354,1984.6.94,"Muybridge, Eadweard James","Plate 348.Wrestling, Graeco-Roman","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.125,12.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2922,11353,1984.6.93,"Muybridge, Eadweard James","Plate 347.Wrestling, Graeco-Roman","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,7,17.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2923,11352,1984.6.92,"Muybridge, Eadweard James","Plate 346.Wrestling, Lock","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.6875,12,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2924,11996,1984.6.736,"Muybridge, Eadweard James",Plate 738. Bactrian Camel; Racking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.625,11.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2925,11997,1984.6.737,"Muybridge, Eadweard James",Plate 739. Bactrian Camel; Galloping,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8.8125,13.875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2926,11328,1984.6.68,"Muybridge, Eadweard James",Plate 291.Cricket; Batting; Drive,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,7.8125,15.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2927,11329,1984.6.69,"Muybridge, Eadweard James",Plate 292.Cricket; Batting; Back Out,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,5.875,17.5625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2928,11330,1984.6.70,"Muybridge, Eadweard James",Plate 293.Cricket; Batting; Back Cut,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.4375,18.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2929,13534,1930.243,"Platt, Charles Adams",Boats on the Maas (Dordrecht),,1885,9.125,17,0,etching on wove paper,gift of anonymous donor,F: Prints
2930,13535,1930.244,"Platt, Charles Adams",Boats on the Maas (Dordrecht),,1885,9.25,17.25,0,etching on laid paper,gift of anonymous donor,F: Prints
2931,11331,1984.6.71,"Muybridge, Eadweard James",Plate 294.Lawn Tennis; Serving,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,5.125,17.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2932,11998,1984.6.738,"Muybridge, Eadweard James","Plate 740. Bactrian Camel; (Young), Galloping","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8.8125,13.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2933,13567,1930.276,"Platt, Charles Adams",Spring Flood,,1885,13.125,18.6875,0,etching on wove paper,gift of anonymous donor,F: Prints
2934,13568,1930.277,"Platt, Charles Adams",Spring Flood,,1885,13.0625,18.625,0,etching on wove paper,gift of anonymous donor,F: Prints
2935,11999,1984.6.739,"Muybridge, Eadweard James","Plate 741. Bactrian Camel; A, Walking; B, Racking","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,17.25,16,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2936,12000,1984.6.740,"Muybridge, Eadweard James","Plate 742. Bactrian Camel; A, Racking; B, Galloping","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,17.125,15.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2937,13581,1930.290,"Platt, Charles Adams",Meadow Brook,,1885,5.8125,9.375,0,etching on wove paper,gift of anonymous donor,F: Prints
2938,12001,1984.6.741,"Muybridge, Eadweard James",Plate 743. Guanaco; Galloping,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8.875,12.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2939,11362,1984.6.102,"Muybridge, Eadweard James",Plate 382. Lifting A Log on End,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.8125,12.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2940,12002,1984.6.742,"Muybridge, Eadweard James",Plate 744. Raccoon; Walking; Change to Galloping,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.4375,17.875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2941,11363,1984.6.103,"Muybridge, Eadweard James",Plate 383. Lifting A Log on Shoulder,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,7.4375,14.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2942,11365,1984.6.105,"Muybridge, Eadweard James","Plate 385. Farmer, Using a Pick","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.25,12.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2943,11317,1984.6.57,"Muybridge, Eadweard James",Plate 280.Base-ball; Catching,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,9.4375,12.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2944,11376,1984.6.116,"Muybridge, Eadweard James",Plate 397. Lifting 75-lb. Stone on Shoulder,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.5625,13.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2945,11375,1984.6.115,"Muybridge, Eadweard James",Plate 396. Pounding with a Mallet,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.375,18.1875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2946,11318,1984.6.58,"Muybridge, Eadweard James",Plate 281.Base-ball; Catching and Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,6.625,16.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2947,11374,1984.6.114,"Muybridge, Eadweard James",Plate 395. Turning a Crank Handle,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.75,12.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2948,11373,1984.6.113,"Muybridge, Eadweard James",Plate 394. Turning a Crank Handle,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.75,12.5625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2949,11372,1984.6.112,"Muybridge, Eadweard James",Plate 393. Pushing a Garden Roller,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.9375,11.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2950,11371,1984.6.111,"Muybridge, Eadweard James",Plate 392. Dragging a Garden Roller,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.5625,13.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2951,11370,1984.6.110,"Muybridge, Eadweard James","Plate 391. Farmer, Mowing Grass","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,5.875,18,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2952,11369,1984.6.109,"Muybridge, Eadweard James","Plate 390. Farmer, Mowing Grass","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.0625,17.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2953,11319,1984.6.59,"Muybridge, Eadweard James",Plate 282.Base-ball; Catching and Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,10.5625,10.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2954,11320,1984.6.60,"Muybridge, Eadweard James",Plate 283.Base-ball; Catching and Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,10,12.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2955,11321,1984.6.61,"Muybridge, Eadweard James",Plate 284.Base-ball; Catching and Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,5.1875,17.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2956,11322,1984.6.62,"Muybridge, Eadweard James",Plate 285.Base-ball; Catching and Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,5.4375,17.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2957,11323,1984.6.63,"Muybridge, Eadweard James",Plate 286. Base-ball; Throwing,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,9.75,11.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2958,11993,1984.6.733,"Muybridge, Eadweard James","Plate 735. Elephants; Two, Walking","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.5,18.3125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2959,11324,1984.6.64,"Muybridge, Eadweard James",Plate 287.Base-ball; Running and Picking Up Ball,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,5.6875,18,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2960,11325,1984.6.65,"Muybridge, Eadweard James",Plate 288.Base-ball; Error,"Animal Locomotion, 1887, Volume I, Males (Nude)",1885,10.4375,11.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2961,11326,1984.6.66,"Muybridge, Eadweard James",Plate 289.Cricket; Round Arm Bowling,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.1875,17.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2962,11994,1984.6.734,"Muybridge, Eadweard James",Plate 736. Egyptian Camel; Racking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.3125,12.5,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2963,11995,1984.6.735,"Muybridge, Eadweard James",Plate 737. Bactrian Camel; Walking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.3125,12.25,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2964,11327,1984.6.67,"Muybridge, Eadweard James",Plate 290.Cricket; Over Arm Bowling,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.375,17.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2965,11368,1984.6.108,"Muybridge, Eadweard James","Plate 389. Farmer, Scattering Seed","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,5.0625,18.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2966,11367,1984.6.107,"Muybridge, Eadweard James","Plate 388. Farmer, Using a Spade","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,7.0625,16.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2967,11366,1984.6.106,"Muybridge, Eadweard James","Plate 387. Farmer, Using a Long-Handled Shovel","Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.1875,18,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2968,11364,1984.6.104,"Muybridge, Eadweard James",Plate 384. Lifting A Log on Shoulder,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.5625,15.875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2969,12003,1984.6.743,"Muybridge, Eadweard James",Plate 745. Raccoon; Walking; and Turning Around,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8,15.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2970,12004,1984.6.744,"Muybridge, Eadweard James",Plate 746. Capybara; Walking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.375,11.1875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2971,12005,1984.6.745,"Muybridge, Eadweard James",Plate 747. Baboon; Walking on All-Fours,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.25,12.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2972,12025,1984.6.765,"Muybridge, Eadweard James",Plate 767. Vulture; Flying,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,7.3125,16.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2973,12026,1984.6.766,"Muybridge, Eadweard James",Plate 768. Vulture; Flying,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.3125,17.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2974,12027,1984.6.767,"Muybridge, Eadweard James",Plate 769. American Eagle; Flying,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.5625,17.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2975,12028,1984.6.768,"Muybridge, Eadweard James",Plate 770. American Eagle; Flying Near the Ground,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,10.25,11.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2976,12029,1984.6.769,"Muybridge, Eadweard James",Plate 771. American Eagle; Flying Near the Ground,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8.375,13.75,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2977,12030,1984.6.770,"Muybridge, Eadweard James",Plate 772. Ostrich; Walking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.625,12,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2978,11333,1984.6.73,"Muybridge, Eadweard James",Plate 301.Foot-ball; Punt,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.875,17.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2979,11334,1984.6.74,"Muybridge, Eadweard James",Plate 302.Picking Up A Ball and Throwing It,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,11.625,10.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2980,11335,1984.6.75,"Muybridge, Eadweard James",Plate 307. Throwing An Iron Disk,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,10.125,10.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2981,12031,1984.6.771,"Muybridge, Eadweard James",Plate 773. Ostrich; Running,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,10.375,11.375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2982,12032,1984.6.772,"Muybridge, Eadweard James",Plate 774. Adjutant; Walking,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,9.75,12.4375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2983,12033,1984.6.773,"Muybridge, Eadweard James",Plate 775. Adjutant; Flying Run,"Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,7.5,13.8125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2984,12034,1984.6.774,"Muybridge, Eadweard James","Plate 776. Storks; Swans, etc, A, B, C","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,5.3125,17.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2985,8804,1998.158,"Johnson, Eastman",Study for Portrait of President Woolsey,,1885,18,12,0,charcoal on paper,gift of Richard Nutt,E: Work on Paper
2986,12035,1984.6.775,"Muybridge, Eadweard James","Plate 777. Storks; etc, A, B, C, D","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.4375,17.125,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2987,12036,1984.6.776,"Muybridge, Eadweard James","Plate 778. Storks; etc, A, B, C","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,6.4375,16.6875,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2988,12037,1984.6.777,"Muybridge, Eadweard James","Plate 779. Storks; Swans, etc.","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,8,15,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2989,11342,1984.6.82,"Muybridge, Eadweard James",Plate 314.Heaving a 20-lb Rock,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,9.25,12.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2990,11341,1984.6.81,"Muybridge, Eadweard James",Plate 313.Heaving a 20-lb Rock,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,8.625,13.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2991,11340,1984.6.80,"Muybridge, Eadweard James",Plate 312.Heaving a 75-lb Rock,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,15.25,12.0625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2992,11339,1984.6.79,"Muybridge, Eadweard James",Plate 311. Heaving a 75-lb Rock,"Animal Locomotion, 1887, Volume II, Males (Nude)",1885,6.8125,17.9375,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
2993,12038,1984.6.778,"Muybridge, Eadweard James","Plate 780. Storks; Swans, etc.","Animal Locomotion, 1887, Volume XI, Wild Animals and Birds",1885,7.875,14.625,0,collotype on paper,gift of the Edwin J. Beinecke Trust,G: Photography
